,0
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2018-01-01,2018-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2020-01-01,2020-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2014-01-01,2014-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
2012-01-01,2012-01-01
